PRATT_O1A03;R. Astrogilda Soares Fidélis -  135 - PLANTA ALMIRANTE;PR;V2.PR.ATT.O1A03;PRATT_O1A03;;;
PRATT_O1A04;R. Ataíde de Siqueira -  422 -  Vila Rachel;PR;V2.PR.ATT.O1A04;PRATT_O1A04;;;
PRATT_O1A05;R. TIMONEIRA -  164 - ALTO PINHEIROS;PR;V2.PR.ATT.O1A05;PRATT_O1A05;;;
PRATT_O1A06;Rua Graziele Wolf -  300 - LAMENHA PEQUENA;PR;V2.PR.ATT.O1A06;PRATT_O1A06;;;
PRATT_O1A07;R. José Eudes Cordeiro -  47 - Botiatuba;PR;V2.PR.ATT.O1A07;PRATT_O1A07;;;
PRATT_O1A08;R. José Milek Filho -  1122 - Campina do Arruda;PR;V2.PR.ATT.O1A08;PRATT_O1A08;;;
PRATT_O1A09;R. Irene Colodel da Cruz -  67 - Jardim Paraiso;PR;V2.PR.ATT.O1A09;PRATT_O1A09;;;
PRAUC_G1A16;R. Eduardo Dudek -  55 - Cachoeira;PR;V2.PR.AUC.G1A16;PRAUC_G1A16;;;
PRAUC_O1A01;Rua Nossa Senhora dos Remédios -  2101  - Fazenda Velha;PR;V2.PR.AUC.O1A01;PRAUC_O1A01;;;
PRAUC_O1A02;R. Nahum Pedro Saliba -  339 - IGUAÇU;PR;V2.PR.AUC.O1A02;PRAUC_O1A02;;;
PRAUC_O1A03;R. Miguel Bertolino Pizato -  185 - Centro;PR;V2.PR.AUC.O1A03;PRAUC_O1A03;;;
PRAUC_O1A04;São VICENTE DE PAULO -  659 - Centro;PR;V2.PR.AUC.O1A04;PRAUC_O1A04;;;
PRAUC_O1A05;R. PAULO  CANTADOR -  605 - Costeira;PR;V2.PR.AUC.O1A05;PRAUC_O1A05;;;
PRAUC_O1A06;R. Piquiri -  158 - Iguaçu;PR;V2.PR.AUC.O1A06;PRAUC_O1A06;;;
PRAUC_O1A07;R. Arapongas -  1013 - Capela Velha;PR;V2.PR.AUC.O1A07;PRAUC_O1A07;;;
PRAUC_O1A08;R. Siriema -  1113  - Capela Velha;PR;V2.PR.AUC.O1A08;PRAUC_O1A08;;;
PRAUC_O1A09;R. dos Narcisos -  688 -  Campina da Barra;PR;V2.PR.AUC.O1A09;PRAUC_O1A09;;;
PRAUC_O1A10;R. das Violetas -  565 - Campina da Barra;PR;V2.PR.AUC.O1A10;PRAUC_O1A10;;;
PRAUC_O1A11;R. Maria Prosdócimo Franceschi -  387 - Boqueirão;PR;V2.PR.AUC.O1A11;PRAUC_O1A11;;;
PRAUC_O1A12;Rua Pinguim -  718 - Capela Velha;PR;V2.PR.AUC.O1A12;PRAUC_O1A12;;;
PRAUC_O1A13;R. João Assef -  674 - Estação;PR;V2.PR.AUC.O1A13;PRAUC_O1A13;;;
PRAUC_O1A14;R. Lírio Boneto -  295 - Estação;PR;V2.PR.AUC.O1A14;PRAUC_O1A14;;;
PRAUC_O1A15;R. Ten. Ivan Madureira Guimarães -  648  - Fazenda Velha;PR;V2.PR.AUC.O1A15;PRAUC_O1A15;;;
PRAUC_W1901;RUA ZDENCO GAYER - 21;PR;V2.PR.AUC.W1901;ARAUCÁRIA - AUC 01 - GVT;;;
PRCKG_O1A01;R. Augusto Campanha -  160 - Jardim Eugenia Maria;PR;V2.PR.CKG.O1A01;PRCKG_O1A01;;;
PRCKG_O1A02;Rua Pedro Bossardi -  31 - Jardim Paulista;PR;V2.PR.CKG.O1A02;PRCKG_O1A02;;;
PRCKG_O1A03;R. Jacob Ferrarini -  375 - Jardim Nesita;PR;V2.PR.CKG.O1A03;PRCKG_O1A03;;;
PRCLG_G1I02;R. Dom Pedro II -  876 (torre em frente V01) - Centro ;PR;V2.PR.CLG.G1I02;PRCLG_G1I02;;;
PRCLG_O1A01;R. Romualdo Portugal -  1915 - Centro;PR;V2.PR.CLG.O1A01;PRCLG_O1A01;;;
PRCLG_O1A04;R. Rio de Janeiro -  115 - Jardim Esmeralda;PR;V2.PR.CLG.O1A04;PRCLG_O1A04;;;
PRCLG_O1A05;R. Casemiro de Abreu -  242 - São Marcos;PR;V2.PR.CLG.O1A05;PRCLG_O1A05;;;
PRCLG_O1A07;Av. dos Expedicionários -  3771 -  Bom Jesus;PR;V2.PR.CLG.O1A07;PRCLG_O1A07;;;
PRCLG_O1A08;R. José Tôrres -  1020 - Jardim Sao Vicente;PR;V2.PR.CLG.O1A08;PRCLG_O1A08;;;
PRCLG_O1A09;R. Bem-Te-VI -  49 - Vila Gilcy;PR;V2.PR.CLG.O1A09;PRCLG_O1A09;;;
PRCLG_W1901;R. Dom Pedro II -  876 - Centro ;PR;V2.PR.CLG.W1901;PRCLG_W1901;;;
PRCBX_G1M01;RUA JOAQUIM ROCHA -  AO LADO DO 775;PR;V2.PR.CBX.G1M01;PRCBX_G1M01;;;
PRCBX_G1N02;R PRESIDENTE JUSCELINO KUBITSCHEK - Nº 200 -  ATUBA;PR;V2.PR.CBX.G1N02;PRCBX_G1N02;;;
PRCBX_O1A01;R. Abel Scuissiato -  2702 -  Atuba;PR;V2.PR.CBX.O1A01;PRCBX_O1A01;;;
PRCBX_O1A03;R. Rui Barbosa -  23 -  Maracanã;PR;V2.PR.CBX.O1A03;PRCBX_O1A03;;;
PRCBX_O1A04;Av. Brasil -  319 - Rio Verde;PR;V2.PR.CBX.O1A04;PRCBX_O1A04;;;
PRCBX_O1A05;R. da Pedreira -  736 - Campo Pequeno;PR;V2.PR.CBX.O1A05;PRCBX_O1A05;;;
PRCBX_O1A08;R. Andre Woss -  240  -  Campo Pequeno;PR;V2.PR.CBX.O1A08;PRCBX_O1A08;;;
PRCBX_O1A09;R. Pref. Pio Alberti -  197 - Osasco;PR;V2.PR.CBX.O1A09;PRCBX_O1A09;;;
PRCBX_O1A10;R. Pará -  233 - Monza;PR;V2.PR.CBX.O1A10;PRCBX_O1A10;;;
PRCBX_O1A11;R. Aílton Luís Nodari -  178 - São Gabriel;PR;V2.PR.CBX.O1A11;PRCBX_O1A11;;;
PRCBX_O1A12;TRAVESSA RODDIE MORAES -  53 - Guaraituba;PR;V2.PR.CBX.O1A12;PRCBX_O1A12;;;
PRCBX_O1A16;R. José Leal Fontoura -  486 - Centro;PR;V2.PR.CBX.O1A16;PRCBX_O1A16;;;
PRCBX_O1A17;R. do Pinguim -  38 - Arruda;PR;V2.PR.CBX.O1A17;PRCBX_O1A17;;;
PRCBX_O1A18;R. das Orquídeas -  830 - São Dimas;PR;V2.PR.CBX.O1A18;PRCBX_O1A18;;;
PRCBX_O1A19;R. Maria Razoto Alberti -  276  - Roça Grande;PR;V2.PR.CBX.O1A19;PRCBX_O1A19;;;
PRCBX_W1901;Rua Dorval Ceccon -  224 - Fatima;PR;V2.PR.CBX.W1901;PRCBX_W1901;;;
KGD;Avenida Sete de Setembro -  4698 Ap1802;PR;V2.PR.CTA.BATEL;Geodex;;;
PRCTA_G1D23;Rua Engenheiro Lourival Maciel -  n 424 - Mossunguê;PR;V2.PR.CTA.G1D23;PRCTA_G1D23;;;
PRCTA_G1I36;R. La Salle  -  174 - Pinheirinho;PR;V2.PR.CTA.G1I36;PRCTA_G1I36;;;
PRCTA_G1I37;RUA PROFº JOÃO FALARZ -  1737 - Campo Comprido;PR;V2.PR.CTA.G1I37;PRCTA_G1I37;;;
PRCTA_G1I38;Rua Luiz Parigot de Souza -  336 - Portão;PR;V2.PR.CTA.G1I38;PRCTA_G1I38;;;
PRCTA_G1I39;Rua Bandeirantes Dias Cortês -  287 - Jardim Social ;PR;V2.PR.CTA.G1I39;PRCTA_G1I39;;;
PRCTA_G1I65;Professor Licio de Lima -   nº 2391  - Fanny;PR;V2.PR.CTA.G1I65;PRCTA_G1I65;;;
PRCTA_G1I67;Avenida Manoel Ribas nº 7080 - Santa Felicidade - Curitiba;PR;V2.PR.CTA.G1I67;PRCTA_G1I67;;;
PRCTA_G1I68;Rua Reinaldinho Schaffemberg de Quadros -  n.° 1376 - Alto da XV;PR;V2.PR.CTA.G1I68;PRCTA_G1I68;;;
PRCTA_G1I69;Rua Joaquim da Silva Sampaio -  427 - Mercês;PR;V2.PR.CTA.G1I69;PRCTA_G1I69;;;
PRCTA_G1I72;Profº Alvaro Jorge -  896 - Vila Izabel ;PR;V2.PR.CTA.G1I72;PRCTA_G1I72;;;
PRCTA_G1I73;Rua Samuel Cesar -  1100 - Água Verde;PR;V2.PR.CTA.G1I73;PRCTA_G1I73;;;
PRCTA_G1I74;Rua João Rodolfo Schlenker - 354 - Água Verde;PR;V2.PR.CTA.G1I74;PRCTA_G1I74;;;
PRCTA_G1I76;Rua Mauá -  Nº 827 (lote A-2) - Alto da Glória;PR;V2.PR.CTA.G1I76;PRCTA_G1I76;;;
PRCTA_G1I78;RUA PROFESSOR VIRIATO PARIGOT DE SOUZA -  600 - MOSSUNGUÊ;PR;V2.PR.CTA.O1I78;CURITIBA - PARK SHOPPING BARIGUI;;;
PRCTA_G1I79;Princeza Isabel -  3565  - Bigorrilho;PR;V2.PR.CTA.G1I79;PRCTA_G1I79;;;
PRCTA_G1I80;Brigadeiro Franco -  1275 - Centro;PR;V2.PR.CTA.G1I80;PRCTA_G1I80;;;
PRCTA_G1I81;RUA LOURENÇO PINTO -  299 - CENTRO;PR;V2.PR.CTA.G1I81;PRCTA_G1I81;;;
PRCTA_G1I82;Mariano Torres -  444 - Centro ;PR;V2.PR.CTA.G1I82;PRCTA_G1I82;;;
PRCTA_G1I83;(Switch PV) Rua Iapó -  1408  Terreo - Prado Velho;PR;V2.PR.CTA.G1I83;PRCTA_G1I83;;;
PRCTA_G1I84;R. EDMUNDO ALBERTO MERCER -  834. - TINGUI (SITE 5);PR;V2.PR.CTA.G1I84;PRCTA_G1I84;;;
PRCTA_G1I85;Rua Tenente Brigadeiro Francisco Mello -  273 - JD DAS AMÉRICAS (SITE 9);PR;V2.PR.CTA.G1I85;PRCTA_G1I85;;;
PRCTA_G1I87;RUA ANNA GARCIA DA SILVA - 87;PR;V2.PR.CTA.G1I87;PRCTA_G1I87;;;
PRCTA_G1M01;Av. Visconde de Guarapuava -  nº 4468 - Batel;PR;V2.PR.CTA.G1M01;BATEL;;;
PRCTA_G1M02;Av. Anita Garibaldi -  453 - Juvevê (CCC CABRAL);PR;V2.PR.CTA.G1M02;PRCTA_G1M02;;;
PRCTA_G1M03;Rua Francisco Rocha -  nº 1522 - Bigorrilho;PR;V2.PR.CTA.G1M03;PRCTA_G1M03;;;
PRCTA_G1M04;Rua Travessa Kalil Karan -  nº 122 - Alto da XV;PR;V2.PR.CTA.G1M04;PRCTA_G1M04;;;
PRCTA_G1M05;Rua Paul Garfunkel -  46 - CIC;PR;V2.PR.CTA.G1M05;PRCTA_G1M05;;;
PRCTA_G1M06;RODOVIA BR 116 -  KM 106 EM FRENTE A RUA ANDRÉ FERREIRA BARBOSA - XAXIM;PR;V2.PR.CTA.G1M06;PRCTA_G1M06;;;
PRCTA_G1M07;RUA EUGÊNIO GARIZA -  AO LADO DO 148 - São Lourenço;PR;V2.PR.CTA.G1M07;PRCTA_G1M07;;;
PRCTA_G1M08;RUA EDUARDO SPRADA -  707/723 - CAMPO COMPRIDO;PR;V2.PR.CTA.G1M08;PRCTA_G1M08;;;
PRCTA_G1M09;RUA SIMÃO BRANTE -  S/N - UBERABA;PR;V2.PR.CTA.G1M09;PRCTA_G1M09;;;
PRCTA_G1M10;RODOVIA BR 116 -  15739 ALTURA DO KM 103 - XAXIM;PR;V2.PR.CTA.G1M10;PRCTA_G1M10;;;
PRCTA_G1M11;RUA AGENOR ANTONIO RODRIGUES -  LOTE 01 DA QUADRA 58 - SÍTIO CERCADO;PR;V2.PR.CTA.G1M11;PRCTA_G1M11;;;
PRCTA_G1M12;Rua Guaporé -  923 - Bairro Alto;PR;V2.PR.CTA.G1M12;PRCTA_G1M12;;;
PRCTA_G1M13;Rua Carlos Klemtz -  182  - Fazendinha;PR;V2.PR.CTA.G1M13;PRCTA_G1M13;;;
PRCTA_G1M14;Rua Pedro Gusso -  711 (CCC Pedro Gusso) - Prédio da Pedro Gusso;PR;V2.PR.CTA.G1M14;PRCTA_G1M14;;;
PRCTA_G1M15;Rua Maria Helena Brandão - LOTE 3 -  S/N;PR;V2.PR.CTA.G1M15;PRCTA_G1M15;;;
PRCTA_G1M16;RUA EDUARDO SPRADA - 4046;PR;V2.PR.CTA.G1M16;CURITIBA - EDUARDO SPRADA ;;;
PRCTA_G1M88;RUA DES. ANTONIO DE PAULA AO LADO DO Nº1606 - nº S/N - Curitiba;PR;V2.PR.CTA.G1M88;PRCTA_G1M88;;;
PRCTA_G1M89;RUA URUGUAI - 118;PR;V2.PR.CTA.G1M89;PRCTA_G1M89;;;
PRCTA_G1M90;AVENIDA ANITA GARIBALDI - 8658;PR;V2.PR.CTA.G1M90;PRCTA_G1M90;;;
PRCTA_G1M91;RUA DAVID GERONASSO - 1061;PR;V2.PR.CTA.G1M91;PRCTA_G1M91;;;
PRCTA_G1M98;RUA JOÃO BETTEGA -  AO LADO DO POSTO ESSO;PR;V2.PR.CTA.G1M98;PRCTA_G1M98;;;
PRCTA_G1N93;RUA FRANCISCO DEROSSO - 5560;PR;V2.PR.CTA.G1N93;PRCTA_G1N93;;;
PRCTA_G1N94;RUA PAULO DE FRONTIN 636 -  CAJURU;PR;V2.PR.CTA.G1N94;PRCTA_G1N94;;;
PRCTA_G1N95;R ANTONIO ZANON Nº 1.616 - CURITIBA;PR;V2.PR.CTA.G1N95;CURITIBA - TATUQUARA 2;;;
PRCTA_G1N96;RUA MARCOS BERTOLDI - 103;PR;V2.PR.CTA.G1N96;CURITIBA - CAMPO DE SANTANA 2;;;
PRCTA_G1N97;RUA ARTHUR MARTINS FRANCO - 2294;PR;V2.PR.CTA.G1N97;PRCTA_G1N97;;;
PRCTA_LAB; - Curitiba;PR;V2.PR.CTA.LAB;PRCTA_LAB;;;
PRCTA_LABA01; - Curitiba;PR;V2.PR.CTA.LABA01;PRCTA_LABA01;;;
PRCTA_O1A03;R. CEL. JOAQUIM IGNÁCIO TABORDA RIBAS -  611 - BIGORRILHO;PR;V2.PR.CTA.O1A03;PRCTA_O1A03;;;
PRCTA_O1A04;R. PADRE AGOSTINHO -  2800 - BIGORRILHO;PR;V2.PR.CTA.O1A04;PRCTA_O1A04;;;
PRCTA_O1A0B;R. PE. AGOSTINHO -  2260 - BIGORRILHO;PR;V2.PR.CTA.O1A0B;PRCTA_O1A0B;;;
PRCTA_O1A0D;R. JOSÉ DE ALENCAR -  1720 - ALTO DA RUA XV;PR;V2.PR.CTA.O1A0D;PRCTA_O1A0D;;;
PRCTA_O1A10;R. BRIGADEIRO FRANCO -  1703 - CENTRO;PR;V2.PR.CTA.O1A10;PRCTA_O1A10;;;
PRCTA_O1A11;Rua Carneiro Lobo -  239 - BATEL;PR;V2.PR.CTA.O1A11;PRCTA_O1A11;;;
PRCTA_O1A14;R. BUENOS AIRES -  744 - ÁGUA VERDE;PR;V2.PR.CTA.O1A14;PRCTA_O1A14;;;
PRCTA_O1A15;R. ATÍLIO BORIO -  103 - CRISTO REI;PR;V2.PR.CTA.O1A15;PRCTA_O1A15;;;
PRCTA_O1A16;AV. ANITA GARIBALDI -  67 - JUVEVÊ;PR;V2.PR.CTA.O1A16;PRCTA_O1A16;;;
PRCTA_O1A17;AV. SETE DE SETEMBRO -  4814 - BATEL;PR;V2.PR.CTA.O1A17;PRCTA_O1A17;;;
PRCTA_O1A18;AV. BATEL 1665 - BATEL - Curitiba;PR;V2.PR.CTA.O1A18;PRCTA_O1A18;;;
PRCTA_O1A1I;R. LAURO WOLF VALENTE -  208 - PORTÃO;PR;V2.PR.CTA.O1A1I;PRCTA_O1A1I;;;
PRCTA_O1A1M;R. MORRETES -  383 - ÁGUA VERDE;PR;V2.PR.CTA.O1A1M;PRCTA_O1A1M;;;
PRCTA_O1A1S;Rua Alberto Bolliger -  810 - JUVEVÊ;PR;V2.PR.CTA.O1A1S;PRCTA_O1A1S;;;
PRCTA_O1A1W;R. CÂNDIDO XAVIER -  1194 - PORTÃO;PR;V2.PR.CTA.O1A1W;PRCTA_O1A1W;;;
PRCTA_O1A21;AV. VISCONDE DE GUARAPUAVA -  5354 - BATEL;PR;V2.PR.CTA.O1A21;PRCTA_O1A21;;;
PRCTA_O1A22;R. VICENTE MACHADO - 702 - CENTRO;PR;V2.PR.CTA.O1A22;PRCTA_O1A22;;;
PRCTA_O1A24;R. AMAZONAS MARCONDES -  09 - CABRAL;PR;V2.PR.CTA.O1A24;PRCTA_O1A24;;;
PRCTA_O1A2X;Rua Professor Pedro Viriato Parigot de Souza -  2314 - MOSSUNGUÊ;PR;V2.PR.CTA.O1A2X;PRCTA_O1A2X;;;
PRCTA_O1A2Z;Rua Francisco Juglair -  628 - MOSSUNGUÊ;PR;V2.PR.CTA.O1A2Z;PRCTA_O1A2Z;;;
PRCTA_O1A31;R. DR. ALEXANDRE GUTIERREZ -  326 - ÁGUA VERDE;PR;V2.PR.CTA.O1A31;PRCTA_O1A31;;;
PRCTA_O1A32;Rua Brigadeiro Franco -  3061 - ÁGUA VERDE;PR;V2.PR.CTA.O1A32;PRCTA_O1A32;;;
PRCTA_O1A33;R. Alferes Angelo Sampaio -  210 - ÁGUA VERDE;PR;V2.PR.CTA.O1A33;PRCTA_O1A33;;;
PRCTA_O1A34;R. VICENTE MACHADO -  1643 - BIGORRILHO;PR;V2.PR.CTA.O1A34;PRCTA_O1A34;;;
PRCTA_O1A35;R. XV DE NOVEMBRO -  2995 - ALTO DA RUA XV;PR;V2.PR.CTA.O1A35;PRCTA_O1A35;;;
PRCTA_O1A36;AV. SENADOR. SOUZA NAVES -  85 - ALTO DA RUA XV;PR;V2.PR.CTA.O1A36;PRCTA_O1A36;;;
PRCTA_O1A37;Rua Almirante Tamandaré -  785 - ALTO DA RUA XV;PR;V2.PR.CTA.O1A37;PRCTA_O1A37;;;
PRCTA_O1A38;R. AUGUSTO SEVERO -  930 - CENTRO CÍVICO;PR;V2.PR.CTA.O1A38;PRCTA_O1A38;;;
PRCTA_O1A39;R. MARIA CLARA -   286 - ALTO DA GLÓRIA;PR;V2.PR.CTA.O1A39;PRCTA_O1A39;;;
PRCTA_O1A3A; R. PROF ALGACYR. MUNHOZ MADER -  1452 - CIC;PR;V2.PR.CTA.O1A3A;PRCTA_O1A3A;;;
PRCTA_O1A3B; R. CELESTINO MESSING DE SIQUEIRA -  09 - CIC;PR;V2.PR.CTA.O1A3B;PRCTA_O1A3B;;;
PRCTA_O1A3C;R. MARGINAL LINHA VERDE -  13740 - FANNY;PR;V2.PR.CTA.O1A3C;PRCTA_O1A3C;;;
PRCTA_O1A3H;R. Frey Henrique de Coimbra -  404 - HAUER;PR;V2.PR.CTA.O1A3H;PRCTA_O1A3H;;;
PRCTA_O1A3I;R. FREDERICO MAURER -  1121 - HAUER;PR;V2.PR.CTA.O1A3I;PRCTA_O1A3I;;;
PRCTA_O1A3J;R. CARLOS DE LAET -  2896 - HAUER;PR;V2.PR.CTA.O1A3J;PRCTA_O1A3J;;;
PRCTA_O1A43;R. AUGUSTO STELFELD -  1649 - BIGORRILHO;PR;V2.PR.CTA.O1A43;PRCTA_O1A43;;;
PRCTA_O1A44;MARECHAL JOSÉ BORMANN 1190 - BIGORRILHO - Curitiba;PR;V2.PR.CTA.O1A44;PRCTA_O1A44;;;
PRCTA_O1A45;R. DESEMBARGADOR. OTAVIO DO AMARAL -  70 - BIGORRILHO;PR;V2.PR.CTA.O1A45;PRCTA_O1A45;;;
PRCTA_O1A46;R. NILO PEÇANHA -  1945 - VISTA ALEGRE;PR;V2.PR.CTA.O1A46;PRCTA_O1A46;;;
PRCTA_O1A48;R. EMILIO DE MENEZES -  1200 - MERCÊS;PR;V2.PR.CTA.O1A48;PRCTA_O1A48;;;
PRCTA_O1A52;AV. PRES RODRIGO OTAVIO -  1158 - HUGO LANGE;PR;V2.PR.CTA.O1A52;PRCTA_O1A52;;;
PRCTA_O1A53;R. SOLIMÕES -  672 - MERCÊS;PR;V2.PR.CTA.O1A53;PRCTA_O1A53;;;
PRCTA_O1A54;R. PRUDENTE DE MOREAES -  755 B - BIGORRILHO;PR;V2.PR.CTA.O1A54;PRCTA_O1A54;;;
PRCTA_O1A55;RUA PROF. LYCIO GREIN CASTRO VELLOZO -  108 - MERCÊS;PR;V2.PR.CTA.O1A55;PRCTA_O1A55;;;
PRCTA_O1A57;Rua Presidente Rodrigo Otávio -  8 - CRISTO REI;PR;V2.PR.CTA.O1A57;PRCTA_O1A57;;;
PRCTA_O1A61;R. MOISES MARCONDES -  1012 - JUVEVÊ;PR;V2.PR.CTA.O1A61;PRCTA_O1A61;;;
PRCTA_O1A63;R. ANITA GARIBALDI -  961 - CABRAL;PR;V2.PR.CTA.O1A63;PRCTA_O1A63;;;
PRCTA_O1A65;R. CAMÕES -  2178 - CABRAL;PR;V2.PR.CTA.O1A65;PRCTA_O1A65;;;
PRCTA_O1A66;AV. CÂNDIDO DE ABREU -  292 - CENTRO CÍVICO;PR;V2.PR.CTA.O1A66;PRCTA_O1A66;;;
PRCTA_O1A67;R. MATEUS LEME - 1339 - SÃO FRANCISCO;PR;V2.PR.CTA.O1A67;PRCTA_O1A67;;;
PRCTA_O1A68;Rua Emílio de Menezes -  481 - SÃO FRANCISCO;PR;V2.PR.CTA.O1A68;PRCTA_O1A68;;;
PRCTA_O1A77;R. SAMUEL CEZAR -  1514 - ÁGUA VERDE;PR;V2.PR.CTA.O1A77;PRCTA_O1A77;;;
PRCTA_O1A84;R. MÉXICO -  20 - BACACHERI;PR;V2.PR.CTA.O1A84;PRCTA_O1A84;;;
PRCTA_O1A85;R. PRESIDENTE FARIA -  625 - CENTRO;PR;V2.PR.CTA.O1A85;PRCTA_O1A85;;;
PRCTA_O1A87;R. CARLOS DE CARVALHO -  768 - CENTRO;PR;V2.PR.CTA.O1A87;PRCTA_O1A87;;;
PRCTA_O1A91;R. FRANCISCO TORRES -  799 - CENTRO;PR;V2.PR.CTA.O1A91;PRCTA_O1A91;;;
PRCTA_O1A92;Rua José Pereira Araújo -  303 - PINHEIRINHO;PR;V2.PR.CTA.O1A92;PRCTA_O1A92;;;
PRCTA_O1A93;R. DOM PEDRO II -  715 - CENTRO;PR;V2.PR.CTA.O1A93;PRCTA_O1A93;;;
PRCTA_O1A96;R. GUABIROTUBA -  371 - PRADO VELHO;PR;V2.PR.CTA.O1A96;PRCTA_O1A96;;;
PRCTA_O1A97;Rua Alferes Poli -  441 - CENTRO;PR;V2.PR.CTA.O1A97;PRCTA_O1A97;;;
PRCTA_O1A98;AV. MAL FLORIANO -  2126 - PAROLIN;PR;V2.PR.CTA.O1A98;PRCTA_O1A98;;;
PRCTA_O1A99;R. SANTO ANTONIO -  550 - REBOUÇAS;PR;V2.PR.CTA.O1A99;PRCTA_O1A99;;;
PRCTA_O1B01;R. CARMEN MAITO STINGLIN -  121 - PORTÃO;PR;V2.PR.CTA.O1B01;PRCTA_O1B01;;;
PRCTA_O1B02;R. CUIABA -  490 - CAJURU;PR;V2.PR.CTA.O1B02;PRCTA_O1B02;;;
PRCTA_O1B03;R. CONSELHEIRO DANTAS -  847 - REBOUÇAS;PR;V2.PR.CTA.O1B03;PRCTA_O1B03;;;
PRCTA_O1B05;R. CLOTÁRIO PORTUGAL 359 - SÃO FRANCISCO - Curitiba;PR;V2.PR.CTA.O1B05;PRCTA_O1B05;;;
PRCTA_O1B06;AV. SETE DE SETEMBRO -  6341 - SANTA QUITÉRIA;PR;V2.PR.CTA.O1B06;PRCTA_O1B06;;;
PRCTA_O1B11;R. ISAAC FERREIRA -  3401 - SITIO CERCADO;PR;V2.PR.CTA.O1B11;PRCTA_O1B11;;;
PRCTA_O1B13;R. ÉBANO PERREIRA -  161 - CENTRO;PR;V2.PR.CTA.O1B13;PRCTA_O1B13;;;
PRCTA_O1B16;AV. CÂNDIDO DE ABREU -  479 - CENTRO CÍVICO;PR;V2.PR.CTA.O1B16;PRCTA_O1B16;;;
PRCTA_O1B17;R. ALCIDES MUNHOS -  600 - MERCÊS;PR;V2.PR.CTA.O1B17;PRCTA_O1B17;;;
PRCTA_O1B24;R. TEIXEIRA SOARES 389 - SEMINARIO - Curitiba;PR;V2.PR.CTA.O1B24;PRCTA_O1B24;;;
PRCTA_O1B25;AV. PROFESSOR. OMAR. SABBAG -  721 - JARDIM BOTÂNICO;PR;V2.PR.CTA.O1B25;PRCTA_O1B25;;;
PRCTA_O1B26;R. BRASÍLIO ITIBERÊ -  2705 - CENTRO;PR;V2.PR.CTA.O1B26;PRCTA_O1B26;;;
PRCTA_O1B29;R. JANUÁRIO ALVES DE SOUZA -  850 - BOQUEIRÃO;PR;V2.PR.CTA.O1B29;PRCTA_O1B29;;;
PRCTA_O1B31;R. RODOLPHO SENF -  588 - JARDIM DAS AMÉRICAS;PR;V2.PR.CTA.O1B31;PRCTA_O1B31;;;
PRCTA_O1B33;R. NOSSA SENHORA DE FÁTIMA -  467 - CAPÃO DA IMBÚIA;PR;V2.PR.CTA.O1B33;PRCTA_O1B33;;;
PRCTA_O1B37;R. CASTORINO AUGUSTO RIDRIGUES -  334 - CAJURU;PR;V2.PR.CTA.O1B37;PRCTA_O1B37;;;
PRCTA_O1B38;R. NEO MARTINS -  750 - NOVO MUNDO;PR;V2.PR.CTA.O1B38;PRCTA_O1B38;;;
PRCTA_O1B39;R. SÃO DOMINGOS -  610 - PILARZINHO;PR;V2.PR.CTA.O1B39;PRCTA_O1B39;;;
PRCTA_O1B40;R. TEÓFILO SOARES GOMES -  717 - JARDIM SOCIAL;PR;V2.PR.CTA.O1B40;PRCTA_O1B40;;;
PRCTA_O1B41;R. RENATO THADEO -  446 - JARDIM SOCIAL;PR;V2.PR.CTA.O1B41;PRCTA_O1B41;;;
PRCTA_O1B42;R. ANITA GARIBALDI -  3080 - BARREIRINHA;PR;V2.PR.CTA.O1B42;PRCTA_O1B42;;;
PRCTA_O1B48;RUA VEREADOR CONSTANTE PINTO - 242;PR;V2.PR.CTA.O1B48;PRCTA_O1B48;;;
PRCTA_O1B51;Rua Carlos Coelho Junior -  560 - CAPÃO DA IMBÚIA;PR;V2.PR.CTA.O1B51;PRCTA_O1B51;;;
PRCTA_O1B53; R. FERNANDES DE BARROS -  336 - ALTO DA XV;PR;V2.PR.CTA.O1B53;PRCTA_O1B53;;;
PRCTA_O1B55;R. DESEMBARGADOR. WESTPHALEN -  1479 - REBOUÇAS;PR;V2.PR.CTA.O1B55;PRCTA_O1B55;;;
PRCTA_O1B58;R. ORLANDO PADILHA DOS SANTOS - 470 - PORTÃO;PR;V2.PR.CTA.O1B58;PRCTA_O1B58;;;
PRCTA_O1B59;R. JOSÉ PALU -  22  - NOVO MUNDO;PR;V2.PR.CTA.O1B59;PRCTA_O1B59;;;
PRCTA_O1B62;R. JULIA DA COSTA -  3448-A - CAMPINA DO SIQUEIRA;PR;V2.PR.CTA.O1B62;PRCTA_O1B62;;;
PRCTA_O1B66;R. LUIZ PARIGOT DE SOUZA -  511 - PORTÃO;PR;V2.PR.CTA.O1B66;PRCTA_O1B66;;;
PRCTA_O1B67;R. CARLOS DE LAET -  1563 - HAUER;PR;V2.PR.CTA.O1B67;PRCTA_O1B67;;;
PRCTA_O1B68;R. MAJ. HEITOR. GUIMARÃES x MÁRIO TOURINHO - SEMINÁRIO - Curitiba;PR;V2.PR.CTA.O1B68;PRCTA_O1B68;;;
PRCTA_O1B76;Rua Bom Jesus do Iguape -  3721 - HAUER;PR;V2.PR.CTA.O1B76;PRCTA_O1B76;;;
PRCTA_O1B77;R. DANILO GOMES -  2189 - BOQUEIRÃO;PR;V2.PR.CTA.O1B77;PRCTA_O1B77;;;
